timestamp,T1,T2,T3,T4,T5,T6,T7,T8
2024-09-10 07:51:39,24.6,23.7,24.2,23.7,23.4,23.8,27.5,27.5
2024-09-10 07:51:40,24.6,23.7,24.2,23.7,23.4,23.8,27.5,27.5
2024-09-10 07:51:41,24.6,23.7,24.2,23.7,23.4,23.8,27.5,27.5
2024-09-10 07:51:42,24.6,23.7,24.2,23.7,23.4,23.8,27.5,27.5
2024-09-10 07:51:43,24.6,23.7,24.2,23.7,23.4,23.8,27.5,27.5
2024-09-10 07:51:44,24.6,23.7,24.2,23.7,23.4,23.8,27.5,27.5
2024-09-10 07:51:45,24.6,23.7,24.2,23.7,23.4,23.8,27.5,27.5
2024-09-10 07:51:46,24.6,23.7,24.2,23.7,23.4,23.8,27.5,27.6
2024-09-10 07:51:47,24.6,23.7,24.2,23.7,23.4,23.8,27.5,27.6
2024-09-10 07:51:48,24.6,23.7,24.2,23.7,23.4,23.8,27.5,27.6
2024-09-10 07:51:49,24.6,23.7,24.2,23.7,23.5,23.8,27.5,27.6
2024-09-10 07:51:50,24.6,23.7,24.2,23.7,23.4,23.8,27.5,27.6
2024-09-10 07:51:51,24.6,23.7,24.2,23.7,23.4,23.8,27.5,27.6
2024-09-10 07:51:52,24.6,23.7,24.2,23.7,23.4,23.8,27.6,27.6
2024-09-10 07:51:53,24.6,23.7,24.2,23.7,23.5,23.8,27.5,27.6
2024-09-10 07:51:54,24.6,23.7,24.2,23.7,23.4,23.8,27.5,27.6
2024-09-10 07:51:55,24.6,23.7,24.2,23.7,23.4,23.8,27.6,27.6
2024-09-10 07:51:56,24.6,23.7,24.2,23.7,23.4,23.8,27.6,27.6
2024-09-10 07:51:57,24.6,23.7,24.2,23.7,23.4,23.8,27.5,27.6
2024-09-10 07:51:58,24.6,23.7,24.2,23.7,23.4,23.8,27.6,27.6
2024-09-10 07:51:59,24.6,23.7,24.2,23.7,23.4,23.8,27.6,27.6
2024-09-10 07:52:00,24.6,23.7,24.2,23.7,23.4,23.8,27.6,27.6
2024-09-10 07:52:01,24.6,23.8,24.2,23.7,23.4,23.8,27.6,27.6
2024-09-10 07:52:02,24.6,23.7,24.2,23.7,23.5,23.8,27.6,27.6
2024-09-10 07:52:03,24.6,23.7,24.2,23.7,23.4,23.8,27.6,27.6
2024-09-10 07:52:04,24.6,23.7,24.2,23.7,23.4,23.8,27.6,27.6
2024-09-10 07:52:05,24.6,23.7,24.2,23.7,23.5,23.8,27.6,27.6
2024-09-10 07:52:06,24.6,23.7,24.2,23.7,23.5,23.8,27.6,27.6
2024-09-10 07:52:07,24.6,23.7,24.2,23.7,23.4,23.8,27.6,27.6
2024-09-10 07:52:08,24.7,23.8,24.2,23.7,23.5,23.8,27.6,27.6
2024-09-10 07:52:09,24.7,23.7,24.2,23.7,23.4,23.8,27.6,27.6
2024-09-10 07:52:10,24.6,23.7,24.2,23.7,23.5,23.8,27.6,27.6
2024-09-10 07:52:11,24.6,23.7,24.2,23.7,23.4,23.8,27.6,27.7
2024-09-10 07:52:12,24.6,23.7,24.2,23.7,23.5,23.8,27.6,27.7
2024-09-10 07:52:13,24.7,23.7,24.2,23.7,23.4,23.8,27.6,27.7
2024-09-10 07:52:14,24.6,23.7,24.2,23.7,23.4,23.8,27.6,27.7
2024-09-10 07:52:15,24.6,23.7,24.2,23.7,23.4,23.8,27.6,27.7
2024-09-10 07:52:16,24.6,23.7,24.2,23.7,23.4,23.8,27.6,27.7
2024-09-10 07:52:17,24.7,23.7,24.2,23.7,23.4,23.8,27.7,27.7
2024-09-10 07:52:18,24.6,23.7,24.2,23.7,23.4,23.8,27.6,27.7
2024-09-10 07:52:19,24.6,23.7,24.2,23.7,23.4,23.8,27.7,27.7
2024-09-10 07:52:20,24.6,23.7,24.2,23.7,23.5,23.8,27.7,27.7
2024-09-10 07:52:21,24.7,23.7,24.2,23.7,23.4,23.8,27.7,27.7
2024-09-10 07:52:22,24.6,23.7,24.2,23.7,23.4,23.8,27.6,27.7
2024-09-10 07:52:23,24.6,23.7,24.2,23.7,23.5,23.8,27.7,27.7
2024-09-10 07:52:24,24.6,23.7,24.2,23.7,23.4,23.8,27.7,27.7
